owner,repo,commit_hash,commit_url,performance_message
netty,netty,b8def10cc1787fae46aa958b4059db659b8746dc,https://github.com/netty/netty/commit/b8def10cc1787fae46aa958b4059db659b8746dc,IoUring: Pass correct value to scheduleRead(...) when recv fails beca… (#14815)  …use there is no buffer left in the buffer ring.  Motivation:  d1b63585a695426b0ab5aab75d6499ee9269fd55 introduced the usage of the buffer ring for all reads so we need to ensure we call scheduleRead(...) with the right param depending on if its the first read or not.  Modifications:  Keep track if its the first read or not and use this information to call scheduleRead(...)  Result:  Pick the optimial values for ioPro and flags when doing a recv because of no buffer left in the ring
alibaba,fastjson2,4d19e9f82f88643a97a84842256299fe3252cd16,https://github.com/alibaba/fastjson2/commit/4d19e9f82f88643a97a84842256299fe3252cd16,optimize jsonb
trinodb,trino,77fbafb8df54e6f994672d92ee7e3e85567bc21b,https://github.com/trinodb/trino/commit/77fbafb8df54e6f994672d92ee7e3e85567bc21b,Use singleton JsonFactory while serializing  Factory is used to create generators/parsers and it can be shared
quarkusio,quarkus,c6a6fb4061d459171f705010dcc7634f4fada7bb,https://github.com/quarkusio/quarkus/commit/c6a6fb4061d459171f705010dcc7634f4fada7bb,Avoid initializing getObserverAndProducerMethods() for every call
apache,iotdb,262605e76576ce471aedd08a81179319f6bd51de,https://github.com/apache/iotdb/commit/262605e76576ce471aedd08a81179319f6bd51de,RegionMigrateProcedure and RegionReconstructProcedure no longer acquire lock #15122
crate,crate,405a25ccbd5476ed8f99542fa18ee3b4abbdec2a,https://github.com/crate/crate/commit/405a25ccbd5476ed8f99542fa18ee3b4abbdec2a,Don't create all thread pool stats per ThreadPools bean property  `threadPool.stats()` created a list of stats for all thread pools for each threadpool bean property.  This changes it to instead only create stats for the specific property.
netty,netty,a4acd66fee7efc8955ede65fef63012085551ea1,https://github.com/netty/netty/commit/a4acd66fee7efc8955ede65fef63012085551ea1,IoUring: Refill buffer ring more eagerly (#14842)  Motivation:  IoUring: Refill buffer ring more eagerly  Motivation:  We should refill the buffer ring as soon as possible to reduce the possibility of seeing ERRNO_NO_BUFFER  Modifications:  Refill buffer as soon as there is an empty slot.  Result.  Much better performance.  Before:  ``` src/./tcpkali  -m xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx   -c 10 -T 30 127.0.0.1:8081 Destination: [127.0.0.1]:8081 Interface lo address [127.0.0.1]:0 Using interface lo to connect to [127.0.0.1]:8081 Ramped up to 10 connections. Total data sent:     200090.4 MiB (209809965056 bytes) Total data received: 200066.2 MiB (209784590336 bytes) Bandwidth per channel: 11185.687⇅ Mbps (1398210.9 kBps) Aggregate bandwidth: 55925.055↓  55931.819↑ Mbps Packet rate estimate: 5120114.0↓  4800666.6↑ (12↓  45↑ TCP MSS/op) Test duration: 30.0094 s. ```  After:  ``` src/./tcpkali  -m xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx   -c 10 -T 30 127.0.0.1:8081 Destination: [127.0.0.1]:8081 Interface lo address [127.0.0.1]:0 Using interface lo to connect to [127.0.0.1]:8081 Ramped up to 10 connections. Total data sent:     251409.6 MiB (263622033408 bytes) Total data received: 251353.1 MiB (263562850304 bytes) Bandwidth per channel: 14058.190⇅ Mbps (1757273.7 kBps) Aggregate bandwidth: 70283.059↓  70298.841↑ Mbps Packet rate estimate: 6434619.5↓  6033797.9↑ (12↓  45↑ TCP MSS/op) Test duration: 30.0002 s. ```
orientechnologies,orientdb,7d5ae393cfefb00a7dbb1f536b23a9c76892e9cb,https://github.com/orientechnologies/orientdb/commit/7d5ae393cfefb00a7dbb1f536b23a9c76892e9cb,refactor: refactor for functions indexes for reduce use of exponetial conditions
apache,flink,d774cf1bdeac654b35993f43718e4fdc68f129cc,https://github.com/apache/flink/commit/d774cf1bdeac654b35993f43718e4fdc68f129cc,[FLINK-37139][table-planner] Improve AdaptiveSkewedJoinOptimizationStrategy to make it effective in more scenarios (#25989)
orientechnologies,orientdb,48233cbc06ce836472aaa4edfabcbd645b4fe28b,https://github.com/orientechnologies/orientdb/commit/48233cbc06ce836472aaa4edfabcbd645b4fe28b,fix: make sure to skip null key on index rebuild if are ignored by the index type  issue #10367
apache,pinot,6eddacfc32055e959ad72634684b904cf4098e20,https://github.com/apache/pinot/commit/6eddacfc32055e959ad72634684b904cf4098e20,Speed up test initialization. (#14784)
igniterealtime,Openfire,2d8344519f7bcf54413fa1885ce8a1840c65d892,https://github.com/igniterealtime/Openfire/commit/2d8344519f7bcf54413fa1885ce8a1840c65d892,OF-2928: Improve speed of 'multi' providers  Where possible  execute operations on providers in parallel.
alibaba,spring-ai-alibaba,0b037f52eb8c9d3a6a7ce783e0225ec0d50fe16a,https://github.com/alibaba/spring-ai-alibaba/commit/0b037f52eb8c9d3a6a7ce783e0225ec0d50fe16a,feat: 移除无用的滚动参数和方法，优化可交互元素获取逻辑
GIScience,openrouteservice,b4868ce67badbb8c824d5a0ad6944b5eea637ad9,https://github.com/GIScience/openrouteservice/commit/b4868ce67badbb8c824d5a0ad6944b5eea637ad9,fix: Use pooling http client to avoid port overload
quarkusio,quarkus,34b221d8579066741c66cb024f8b6bdd1bef9571,https://github.com/quarkusio/quarkus/commit/34b221d8579066741c66cb024f8b6bdd1bef9571,Use ClassInfo#memberClasses() instead of using the ClassLoader
flowable,flowable-engine,d90d56421d235434a8446f714e917e6a43bd6b66,https://github.com/flowable/flowable-engine/commit/d90d56421d235434a8446f714e917e6a43bd6b66,Cache resolved methods in FunctionDelegatesFlowableFunctionResolver
assertj,assertj,aed17a70ed3998b90f15bf278ea14651350669f4,https://github.com/assertj/assertj/commit/aed17a70ed3998b90f15bf278ea14651350669f4,perf: improve performance on map key assertion - fix #3744
camunda,camunda,a8b170e7835910e3babc49457d6657e4f83e3b89,https://github.com/camunda/camunda/commit/a8b170e7835910e3babc49457d6657e4f83e3b89,perf: avoid more copies directly from state (#34454)  Builds on top of #34431 and removes a couple of other places that used the get-then-copy approach. I've split the commits roughly by complexity  f7bd11723686d3564da6591f0d3ad024caf7d5b9 contains all the straigh-forward cases  the other commits deserve a bit more attention.  I'm also a bit hesitant to backport this  mostly due to the manual effort in dropping changes for states that are not present in older versions and verifying correctness for the more complex cases.
apache,shardingsphere,dfe831264086467c31708d06cd3bf165a439312c,https://github.com/apache/shardingsphere/commit/dfe831264086467c31708d06cd3bf165a439312c,Add database type parameter to SQLBindEngine.bind method (#35511)  * Optimize MySQL multi-statements handling  - Extract DatabaseType instance as a private field to improve performance - Update SQLParserEngine initialization to use the pre-loaded DatabaseType - Modify SQLBindEngine invocation to include DatabaseType as a parameter  * Add database type parameter to SQLBindEngine.bind method - Update the SQLBindEngine.bind method call to include the databaseType parameter - This change ensures that the database type is properly passed during SQL statement binding
quarkusio,quarkus,c0759c31d8cdc33f0901e6f9e3d7e3a790968c48,https://github.com/quarkusio/quarkus/commit/c0759c31d8cdc33f0901e6f9e3d7e3a790968c48,Merge pull request #41686 from gsmet/netty-avoid-finalizers  Enable io.netty.allocator.disableCacheFinalizersForFastThreadLocalThreads
alibaba,fastjson2,39ad97a5405c8ce159c9789259faf76a54266010,https://github.com/alibaba/fastjson2/commit/39ad97a5405c8ce159c9789259faf76a54266010,optimize writeInt32/int64
onthegomap,planetiler,6f18e0af2e13b346228095576173d4263c5d8366,https://github.com/onthegomap/planetiler/commit/6f18e0af2e13b346228095576173d4263c5d8366,Use rtree spatial index from PlanetilerConfig bounds by default for Geopackages (#635)
apache,logging-log4j2,3709962553ddc27774163eb77845b0a47a7b9684,https://github.com/apache/logging-log4j2/commit/3709962553ddc27774163eb77845b0a47a7b9684,Improve performance and avoid memory consumption if logging primitive arrays as parameters (#3645)  Current implementation: Method ParameterFormatter.appendArray() delegats to java.util.Arrays.toString() which then allocates a new StringBuilder to return a String which is then added to the existing StringBuilder.  Improved implementation: For all primitive types  a method like ParameterFormatter.appendArray(int[]  StringBuilder) has been added which is called by ParameterFormatter.appendArray() and avoids the unnecessary object creation.  * review comments
crate,crate,6ffa815eda04fb17f558383b86c90307fce82166,https://github.com/crate/crate/commit/6ffa815eda04fb17f558383b86c90307fce82166,Don't resolve refresh index names twice  The underlying index names for a refresh request are already resolved from table and/or partition names in RefreshTablePlan  so we don't need to re-resolve them in the Transport action.
trinodb,trino,03d71f0f5859b0fc30659e073508f591a551db41,https://github.com/trinodb/trino/commit/03d71f0f5859b0fc30659e073508f591a551db41,Reuse PagesIndexOrdering in OrderedWindowAccumulator
camunda,camunda,14000162ae35335ba3fbd9156dea48806b4a4fa3,https://github.com/camunda/camunda/commit/14000162ae35335ba3fbd9156dea48806b4a4fa3,perf: avoid singleton set when caching a single key
quarkusio,quarkus,c65d7acb073e3b16466fcb077da5a393fcaf6a52,https://github.com/quarkusio/quarkus/commit/c65d7acb073e3b16466fcb077da5a393fcaf6a52,Otel optimizations I
camunda,camunda,a6c278ecbb85e98ce0acad22b844dd421a7f142f,https://github.com/camunda/camunda/commit/a6c278ecbb85e98ce0acad22b844dd421a7f142f,refactor: track both possible counters instead of recreating them (#36053)  ## Description  This PR adds a tiny optimization of tracking the counters for cache hits/misses  instead of recreating the objects every time via Micrometer.  ## Related issues  closes #35625
apache,logging-log4j2,a4dfb37e34acf530833748bbbee2b8be9e5de9f4,https://github.com/apache/logging-log4j2/commit/a4dfb37e34acf530833748bbbee2b8be9e5de9f4,Minimize lock usage in `InternalLoggerRegistry` (#3418)  Co-authored-by: Volkan Yazıcı <volkan@yazi.ci>
AxonFramework,AxonFramework,cdbe745506bde4f706c1c41be852293767509ebf,https://github.com/AxonFramework/AxonFramework/commit/cdbe745506bde4f706c1c41be852293767509ebf,Make handling of commands non-blocking by implementing DelayedMessageStream.Single
AxonFramework,AxonFramework,501f5920fb7276e21079cc75d99539bc733c1bd8,https://github.com/AxonFramework/AxonFramework/commit/501f5920fb7276e21079cc75d99539bc733c1bd8,Merge pull request #3431 from AxonFramework/fix/cache-unknown-classes  Added caching for unknown classes
signalapp,Signal-Server,51569ce0a572daa464ae0e32bb896b653050786b,https://github.com/signalapp/Signal-Server/commit/51569ce0a572daa464ae0e32bb896b653050786b,Use cached partition topology for metrics/logs
alibaba,fastjson2,ea99a7bee2d29bb850ede1c64a5ab93a31249e78,https://github.com/alibaba/fastjson2/commit/ea99a7bee2d29bb850ede1c64a5ab93a31249e78,optimize read csv
apache,iotdb,2c6e00f1f1e89a311f44090e191a61fd7e32a9fc,https://github.com/apache/iotdb/commit/2c6e00f1f1e89a311f44090e191a61fd7e32a9fc,Support extract value filter push down
modelcontextprotocol,java-sdk,580f95526fa87447ed6e84e6b4f12dd01a564baf,https://github.com/modelcontextprotocol/java-sdk/commit/580f95526fa87447ed6e84e6b4f12dd01a564baf,feat(McpAsyncServer): Add non-blocking execution for tools and resources  - Execute tool calls  resource reads and prompt handling in a non-blocking manner using Schedulers.boundedElastic(). This prevents blocking operations from impacting server responsiveness. - Added integration tests to verify non-blocking behavior with tools that make HTTP calls to external services.  Related to #48 This is  a temp patch until #48 is resolved properly.
trinodb,trino,d4214c12f3299b2251913badab482016f704f3a7,https://github.com/trinodb/trino/commit/d4214c12f3299b2251913badab482016f704f3a7,Set the default number of spiller threads to 2*number of spill dirs  This allows to saturate spill disks better in case of multiple spill locations.
netty,netty,0ff840c40bd0737659298ca96bda1f707650c145,https://github.com/netty/netty/commit/0ff840c40bd0737659298ca96bda1f707650c145,IoUring: Don't mark sockets as blocking as it makes no difference (#14681)  Motivation:  io_uring does not care about if a socket is blocking or non blocking. If you want to do non-blocking operations it needs to be done by io-hint and not file-hint.  Modifications:  Don't mark sockets explicit as blocking  Result:  Cleanup and one less syscall per socket
datastax,jvector,356c490a2bf7cd34758f6e36460d74dbc378841e,https://github.com/datastax/jvector/commit/356c490a2bf7cd34758f6e36460d74dbc378841e,Acceleration of initial centroid selection in kmeans++  Use Java Vector API to accelerate chooseInitialCentroids in KMeansPlusPlusClusterer.
apache,pinot,9b9606898872105341b5a218c81a61f8d60d76e4,https://github.com/apache/pinot/commit/9b9606898872105341b5a218c81a61f8d60d76e4,Optimize MergeEqInFilterOptimizer by reducing the hash computation of Expression (#14732)
OpenAPITools,openapi-generator,dac1e6b7d3731d9d79f9cc3b44f238593a9681e7,https://github.com/OpenAPITools/openapi-generator/commit/dac1e6b7d3731d9d79f9cc3b44f238593a9681e7,optimize regex (#21188)
apache,camel,2e7dfd170ebbe22ada69587a605f2f19b937345e,https://github.com/apache/camel/commit/2e7dfd170ebbe22ada69587a605f2f19b937345e,CAMEL-22181: poll/pollEnrich should support eager limit option for file based components so it can be faster out of the box.
trinodb,trino,8c8c804fad93b733bc2aab9ae062f4ff0cbdebf3,https://github.com/trinodb/trino/commit/8c8c804fad93b733bc2aab9ae062f4ff0cbdebf3,Pushdown metadata column `$path` in Delta Lake  The `$path` column is already used for pruning splits in DeltaLakeSplitManager  This commit removes the `$path` domain from `remainingFilter` of the filter pushdown result  Co-Authored-By: Marius Grama <findinpath@gmail.com>
spring-projects,spring-ai,7c674c9a6b72f2385b4d664f9a3ce29866a590c7,https://github.com/spring-projects/spring-ai/commit/7c674c9a6b72f2385b4d664f9a3ce29866a590c7,Avoid looping through all the page tree if there is no destination page (#3396)  * Avoid looping through all the page tree if there is no destination page  Fixes: #3396  Auto-cherry-pick to 1.0.x  Signed-off-by: torakiki <andrea.vacondio@gmail.com>
apache,shardingsphere,dd3ee66539a422ea05aeb6aae6237d2c56b2297e,https://github.com/apache/shardingsphere/commit/dd3ee66539a422ea05aeb6aae6237d2c56b2297e,Optimize execution prepare engine for high frequency invocation (#35352)  - Add @HighFrequencyInvocation annotation to relevant classes - Improve data structure usage for better performance - Refactor method names for consistency and clarity
camunda,camunda,3690608ac44c89830efd8323126b3bafa7538f35,https://github.com/camunda/camunda/commit/3690608ac44c89830efd8323126b3bafa7538f35,fix: use parallelStream  Use parallelStream on creation of indices and templates this is to make bootstrapping quicker  especially for tests
pmd,pmd,4f9df6f48cdc9f643ccb40433d6be1f5eaa91d1c,https://github.com/pmd/pmd/commit/4f9df6f48cdc9f643ccb40433d6be1f5eaa91d1c,[cli] Make CLI default to multithreaded (#5741)  Merge pull request #5741 from oowekyala:give-threads-default-value
quarkusio,quarkus,6108b9a30022c2d6f2d29cd6dd5eeee031973c7a,https://github.com/quarkusio/quarkus/commit/6108b9a30022c2d6f2d29cd6dd5eeee031973c7a,Merge pull request #46097 from holly-cummins/split-jvm-tests  Increase parallelisation of JVM tests to reduce build times
spring-projects,spring-ai,268248ba3c0f07709c164887417e3ce1b51cee21,https://github.com/spring-projects/spring-ai/commit/268248ba3c0f07709c164887417e3ce1b51cee21,Fix PgVectorStore doDelete function as batch  Signed-off-by: CChuYong <yeongmin1061@gmail.com>
wildfly,wildfly,15af22008e4907a070cf514041913dc9ec2ffa2c,https://github.com/wildfly/wildfly/commit/15af22008e4907a070cf514041913dc9ec2ffa2c,[WFLY-20102] only encode and log route for first getRoute call
quarkusio,quarkus,ab8d361908bad6c200d4449a8b5fb520854be023,https://github.com/quarkusio/quarkus/commit/ab8d361908bad6c200d4449a8b5fb520854be023,Reflection-free deserializers - Better handle basic types  Fixes #47478
debezium,debezium,ae6995fa9abee66a4258b46a0cc34ae6859f9eb4,https://github.com/debezium/debezium/commit/ae6995fa9abee66a4258b46a0cc34ae6859f9eb4,DBZ-9098 Reduce calls to getEndOffset during kafka schema history recovery
google,guava,400af25292096746ed3f6164f0ff88209acbb19f,https://github.com/google/guava/commit/400af25292096746ed3f6164f0ff88209acbb19f,Make `AtomicReferenceFieldUpdater` fields `static` for [better performance](https://shipilev.net/blog/2015/faster-atomic-fu/#:~:text=thrown%20out%20of%20the%20window).  This may eliminate the reason for [an `Unsafe`-based implementation](https://github.com/google/guava/issues/6806) even under Java 8  but we will ideally confirm that with benchmarks before ripping that implementation out. (There's also Android: `AtomicReferenceFieldUpdater` is available there  but we should look into performance  including under older versions  especially with AFAIK no plans to remove `Unsafe` there.)  (Also  make a few other tiny edits to the backport copy so that it matches the mainline copy more closely.)  RELNOTES=n/a PiperOrigin-RevId: 713006636
crate,crate,a7a27bdd59c7e64e6533d049b469a48a3b01cbb5,https://github.com/crate/crate/commit/a7a27bdd59c7e64e6533d049b469a48a3b01cbb5,Keep Directory and Writer open in TableStatsService  Follow up to https://github.com/crate/crate/pull/18242  Binds them to the TableStatsService lifecycle and uses a `SearcherManager` to refresh the searcher only if needed.  Removes the locking  because the used Lucene components are thread-safe.
prometheus,client_java,ab8e41f8267ecb4d9237b6a89dfe79bb9a594808,https://github.com/prometheus/client_java/commit/ab8e41f8267ecb4d9237b6a89dfe79bb9a594808,Update PrometheusScrapeHandler compression handling (#1493)  Resolves #1488  Don't create response buffer for compressed responses  Signed-off-by: Jay DeLuca <jaydeluca4@gmail.com>
quarkusio,quarkus,109cb5d59d5695ef4143d0d5ac5416dde1a21e5d,https://github.com/quarkusio/quarkus/commit/109cb5d59d5695ef4143d0d5ac5416dde1a21e5d,Merge pull request #45106 from aloubyansky/graph-conflict-resolution  More efficient dependency tree conflict resolver
alibaba,spring-ai-alibaba,66e59ca7ee1de32bb495dbdd9c27c1fcdd48841b,https://github.com/alibaba/spring-ai-alibaba/commit/66e59ca7ee1de32bb495dbdd9c27c1fcdd48841b,feat: 添加标签页缓存和刷新逻辑，优化浏览器状态获取
camunda,camunda,6f65c37c8aea90a5610b7f85fa67f20746bb432c,https://github.com/camunda/camunda/commit/6f65c37c8aea90a5610b7f85fa67f20746bb432c,feat: call usage metrics and tu in parallel
quarkusio,quarkus,0f5364111e384eb32ccce7cd111cb0558d4bc93e,https://github.com/quarkusio/quarkus/commit/0f5364111e384eb32ccce7cd111cb0558d4bc93e,Merge pull request #47395 from ia3andy/issue-47384  Optimise path decoding in RoutingUtils
liquibase,liquibase,e55ed38d96395bfd8a74c0cce89d4b6511b7d586,https://github.com/liquibase/liquibase/commit/e55ed38d96395bfd8a74c0cce89d4b6511b7d586,reduce number of API calls for analytics by caching events (DAT-19789) (#6801)
debezium,debezium,695e56cb22804471fc69443e0bf1558b8fc1a350,https://github.com/debezium/debezium/commit/695e56cb22804471fc69443e0bf1558b8fc1a350,DBZ-8879: Fix performance regression in debezium-core
